keyword,year,month,field_previous,field,count
added,2023,3,경제학,법학,1
added,2024,12,법학,경제학,1
added,2025,8,경제학,법학,1
addiction,2021,9,사회과학 일반,사회학,1
addiction,2022,6,사회학,경영학,1
addiction,2023,3,경영학,사회학,1
addiction,2023,6,사회학,교육학,1
addiction,2023,7,교육학,신문방송학,1
addiction,2023,10,신문방송학,사회과학 일반,1
addiction,2023,12,사회과학 일반,법학,1
addiction,2024,3,법학,경영학,1
addiction,2024,6,경영학,법학,1
addiction,2025,5,법학,신문방송학,1
addiction,2025,5,신문방송학,법학,1
adequacy,2022,3,교육학,사회학,1
adequacy,2022,10,사회학,법학,1
adequacy,2022,12,법학,사회학,1
adequacy,2023,2,사회학,법학,1
adequacy,2023,4,법학,경제학,1
adequacy,2023,10,경제학,교육학,1
adequacy,2023,12,교육학,법학,1
adequacy,2024,6,법학,행정학,1
adequacy,2024,9,행정학,문헌정보학,1
adequacy,2024,12,문헌정보학,법학,1
adhd,2022,12,교육학,사회학,1
adhd,2023,11,사회학,교육학,1
adhd,2024,1,교육학,사회학,1
adhd,2024,2,사회학,교육학,1
adhd,2024,5,교육학,사회과학 일반,1
adhd,2024,6,사회과학 일반,교육학,1
adjustment,2021,9,법학,경제학,1
adjustment,2021,10,경제학,법학,1
adjustment,2022,8,법학,경제학,1
adjustment,2022,9,경제학,법학,1
adjustment,2022,12,법학,사회학,1
adjustment,2023,2,사회학,교육학,1
adjustment,2023,3,교육학,법학,1
adjustment,2023,3,법학,경제학,1
adjustment,2023,4,경제학,법학,1
adjustment,2023,6,법학,경제학,1
adjustment,2023,8,경제학,법학,1
adjustment,2023,12,법학,경제학,1
adjustment,2024,2,경제학,법학,1
adjustment,2024,8,경제학,법학,1
adjustment,2024,8,법학,경제학,2
adjustment,2024,9,경제학,법학,1
adjustment,2025,2,법학,경제학,1
adjustment,2025,3,경제학,법학,1
adjustment,2025,8,법학,경제학,1
adjustment,2025,9,경제학,법학,1
administration,2021,12,군사학,법학,1
administration,2021,12,법학,군사학,1
administration,2022,6,법학,행정학,1
administration,2022,8,행정학,법학,1
administration,2023,6,군사학,법학,1
administration,2023,6,법학,군사학,1
administration,2024,2,군사학,법학,1
administration,2024,2,법학,군사학,1
administration,2024,9,군사학,법학,1
administration,2024,9,법학,군사학,1
administrative,2021,7,법학,경제학,1
administrative,2021,8,경제학,법학,1
administrative,2023,4,경제학,법학,1
administrative,2023,4,법학,경제학,1
administrative,2024,8,경제학,법학,1
administrative,2024,8,법학,경제학,1
adolescence,2022,2,사회학,교육학,1
adolescence,2022,6,교육학,경영학,1
adolescence,2022,8,경영학,교육학,1
adolescence,2022,12,교육학,사회학,1
adolescence,2023,2,사회학,사회과학 일반,1
adolescence,2023,4,사회과학 일반,사회학,1
adolescence,2023,4,사회학,교육학,1
adolescence,2023,7,교육학,사회학,1
adolescence,2023,9,사회학,교육학,1
adolescence,2023,12,교육학,행정학,1
adolescence,2024,1,행정학,교육학,1
adolescence,2025,2,교육학,사회학,1
adolescence,2025,3,사회학,교육학,1
adolescence,2025,8,교육학,사회과학 일반,1
adolescence,2025,9,사회과학 일반,교육학,1
adolescence,2025,11,교육학,사회과학 일반,1
adolescents,2021,2,사회과학 일반,교육학,1
adolescents,2021,3,교육학,사회학,1
adolescents,2021,4,교육학,사회학,1
adolescents,2021,4,사회학,교육학,2
adolescents,2021,5,교육학,사회과학 일반,1
adolescents,2021,5,사회과학 일반,사회학,1
adolescents,2021,6,사회학,지리학,1
adolescents,2021,6,지리학,교육학,1
adolescents,2021,7,교육학,사회과학 일반,1
adolescents,2021,7,사회과학 일반,사회학,1
adolescents,2021,7,사회학,교육학,1
adolescents,2021,8,교육학,사회과학 일반,1
adolescents,2021,8,사회과학 일반,교육학,1
adolescents,2021,9,교육학,사회학,1
adolescents,2021,10,사회과학 일반,신문방송학,1
adolescents,2021,10,사회학,사회과학 일반,1
adolescents,2021,12,신문방송학,지리학,1
adolescents,2021,12,지리학,법학,1
adolescents,2022,1,법학,사회학,1
adolescents,2022,1,사회학,교육학,1
adolescents,2022,4,교육학,법학,1
adolescents,2022,5,법학,사회과학 일반,1
adolescents,2022,5,사회과학 일반,사회학,1
adolescents,2022,6,교육학,행정학,1
adolescents,2022,6,사회학,교육학,1
adolescents,2022,7,행정학,사회학,1
adolescents,2022,8,법학,교육학,1
adolescents,2022,8,사회과학 일반,법학,1
adolescents,2022,8,사회학,사회과학 일반,1
adolescents,2022,10,교육학,사회학,1
adolescents,2022,11,사회과학 일반,지리학,1
adolescents,2022,11,사회학,사회과학 일반,1
adolescents,2022,12,사회과학 일반,행정학,1
adolescents,2022,12,지리학,사회과학 일반,1
adolescents,2022,12,행정학,교육학,1
adolescents,2023,2,교육학,사회과학 일반,1
adolescents,2023,2,사회과학 일반,교육학,1
adolescents,2023,4,교육학,사회과학 일반,1
adolescents,2023,4,사회과학 일반,교육학,1
adolescents,2023,6,교육학,지리학,1
adolescents,2023,8,사회과학 일반,사회학,1
adolescents,2023,8,지리학,사회과학 일반,1
adolescents,2023,9,사회학,법학,1
adolescents,2023,10,법학,사회과학 일반,1
adolescents,2023,10,사회과학 일반,사회학,1
adolescents,2023,12,교육학,행정학,1
adolescents,2023,12,법학,교육학,1
adolescents,2023,12,사회학,법학,1
adolescents,2023,12,행정학,교육학,1
adolescents,2024,1,교육학,사회학,1
adolescents,2024,3,경영학,교육학,1
adolescents,2024,3,사회학,경영학,1
adolescents,2024,4,교육학,법학,1
adolescents,2024,5,법학,사회과학 일반,1
adolescents,2024,6,교육학,행정학,1
adolescents,2024,6,사회과학 일반,지리학,1
adolescents,2024,6,지리학,교육학,1
adolescents,2024,7,행정학,사회학,1
adolescents,2024,8,사회학,지리학,1
adolescents,2024,8,지리학,교육학,1
adolescents,2024,9,교육학,법학,1
adolescents,2024,9,법학,행정학,1
adolescents,2024,9,행정학,사회학,1
adolescents,2024,11,사회과학 일반,교육학,1
adolescents,2024,11,사회학,사회과학 일반,1
adolescents,2024,12,교육학,신문방송학,1
adolescents,2024,12,신문방송학,법학,1
adolescents,2025,1,법학,사회과학 일반,1
adolescents,2025,1,사회과학 일반,사회학,1
adolescents,2025,2,사회학,지리학,1
adolescents,2025,2,지리학,사회학,1
adolescents,2025,3,사회과학 일반,교육학,1
adolescents,2025,3,사회학,사회과학 일반,1
adolescents,2025,4,교육학,법학,1
adolescents,2025,4,법학,교육학,1
adolescents,2025,5,교육학,법학,1
adolescents,2025,5,법학,교육학,1
adolescents,2025,6,교육학,법학,1
adolescents,2025,6,법학,교육학,1
adolescents,2025,7,교육학,사회과학 일반,1
adolescents,2025,7,사회과학 일반,사회학,1
adolescents,2025,8,사회과학 일반,교육학,1
adolescents,2025,8,사회학,사회과학 일반,1
adolescents,2025,10,교육학,사회학,1
adolescents,2025,11,사회학,사회과학 일반,1
adoption,2021,12,법학,경제학,1
adoption,2021,12,사회과학 일반,법학,1
adoption,2022,7,경제학,법학,1
adoption,2022,12,법학,사회학,1
adoption,2023,6,사회학,법학,1
adoption,2023,8,법학,사회학,1
adoption,2023,10,사회학,경영학,1
adoption,2023,12,경영학,법학,1
adoption,2024,2,법학,지리학,1
adoption,2024,2,지리학,사회학,1
adoption,2024,5,사회학,법학,1
adoption,2024,8,법학,사회학,1
adoption,2024,10,사회학,경영학,1
adoption,2024,12,경영학,법학,1
adoption,2025,9,경제학,문헌정보학,1
adoption,2025,9,법학,경제학,1
adr,2021,8,법학,지리학,1
adr,2022,3,지리학,행정학,1
adr,2022,5,행정학,법학,1
adr,2022,8,법학,지리학,1
adr,2022,8,지리학,신문방송학,1
adr,2023,2,신문방송학,법학,1
adr,2024,9,법학,경영학,1
adr,2024,11,경영학,법학,1
adr,2025,11,법학,사회과학 일반,1
adult,2021,8,법학,교육학,1
adult,2021,9,교육학,행정학,1
adult,2022,3,행정학,법학,1
adult,2022,9,법학,행정학,1
adult,2022,10,행정학,교육학,1
adult,2023,2,교육학,법학,1
adult,2023,3,법학,사회학,1
adult,2023,4,사회학,교육학,1
adult,2023,5,교육학,법학,1
adult,2023,7,법학,사회과학 일반,1
adult,2023,8,사회과학 일반,교육학,1
adult,2023,11,교육학,법학,1
adult,2024,4,법학,경제학,1
adult,2024,5,경제학,법학,1
adult,2024,5,법학,교육학,1
adult,2024,8,교육학,법학,1
adult,2024,12,법학,군사학,1
adult,2025,2,군사학,법학,1
adult attachment,2023,3,교육학,행정학,1
adult attachment,2023,10,행정학,사회과학 일반,1
adult attachment,2024,2,사회과학 일반,교육학,1
adult attachment,2024,4,교육학,사회과학 일반,1
adult attachment,2024,4,사회과학 일반,교육학,1
adult learner,2021,10,교육학,정치외교학,1
adult learner,2022,2,무역학,교육학,1
adult learner,2022,2,정치외교학,무역학,1
adult learner,2025,3,교육학,행정학,1
adult learner,2025,4,관광학,교육학,1
adult learner,2025,4,행정학,관광학,1
adult learners,2023,6,교육학,사회과학 일반,1
adult learners,2023,10,사회과학 일반,지리학,1
adult learners,2023,11,지리학,교육학,1
adult learners,2025,3,교육학,경영학,1
adult learners,2025,4,경영학,교육학,1
adult learners,2025,10,경영학,교육학,1
adult learners,2025,10,교육학,경영학,1
adults,2022,4,교육학,법학,1
adults,2022,4,법학,교육학,1
adults,2022,6,교육학,법학,1
adults,2023,6,법학,인류학,1
adults,2023,10,인류학,사회학,1
adults,2023,12,사회학,행정학,1
adults,2024,9,행정학,법학,1
adults,2024,12,법학,행정학,1
adults,2025,10,행정학,교육학,1
adults,2025,11,교육학,법학,1
adults with developmental disabilities,2021,9,사회학,행정학,1
adults with developmental disabilities,2022,5,행정학,교육학,1
adults with developmental disabilities,2025,2,교육학,사회학,1
adults with developmental disabilities,2025,4,사회학,교육학,1
adults with developmental disabilities,2025,5,교육학,사회학,1
adults with developmental disabilities,2025,6,사회학,교육학,1
adults with developmental disabilities,2025,8,교육학,사회학,1
advance,2022,9,법학,군사학,1
advance,2023,3,군사학,법학,1
advanced,2021,12,군사학,법학,1
advanced,2022,2,법학,군사학,1
advanced,2022,5,군사학,법학,1
advanced,2025,6,법학,군사학,1
adverse,2021,2,법학,경제학,1
adverse,2022,7,경제학,법학,1
adverse childhood experiences,2022,11,사회과학 일반,사회학,1
adverse childhood experiences,2023,2,사회학,교육학,1
adverse childhood experiences,2024,8,교육학,사회학,1
adverse childhood experiences,2024,10,사회과학 일반,교육학,1
adverse childhood experiences,2024,10,사회학,사회과학 일반,1
adverse childhood experiences,2024,12,교육학,사회학,1
adverse childhood experiences,2025,3,사회학,행정학,1
adverse childhood experiences,2025,7,사회과학 일반,사회학,1
adverse childhood experiences,2025,7,행정학,사회과학 일반,1
advertising,2021,12,경영학,법학,1
advertising,2021,12,법학,경영학,1
advertising,2022,2,법학,경제학,1
advertising,2022,3,경제학,법학,1
advertising,2022,8,법학,경제학,1
advertising,2022,11,경제학,법학,1
advertising,2022,11,법학,경제학,1
advertising,2022,12,경제학,인류학,1
advertising,2022,12,인류학,법학,1
advertising,2023,7,법학,신문방송학,1
advertising,2023,8,신문방송학,관광학,1
advertising,2023,9,관광학,법학,1
advertising,2023,10,법학,신문방송학,1
advertising,2023,11,신문방송학,경영학,1
advertising,2023,12,경영학,신문방송학,1
advertising,2024,1,신문방송학,경영학,1
advertising,2024,2,경영학,법학,1
advertising,2024,3,법학,신문방송학,1
advertising,2024,3,신문방송학,법학,1
advertising,2024,4,법학,신문방송학,1
advertising,2024,6,경영학,법학,1
advertising,2024,6,법학,경제학,1
advertising,2024,6,신문방송학,경영학,1
advertising,2024,7,경제학,신문방송학,1
advertising,2024,8,신문방송학,법학,1
advertising,2024,10,법학,경영학,1
advertising,2024,11,경영학,지리학,1
advertising,2024,12,신문방송학,법학,1
advertising,2024,12,지리학,신문방송학,1
advertising,2025,3,법학,신문방송학,1
advertising,2025,4,신문방송학,경영학,1
advertising,2025,5,경영학,법학,1
advertising,2025,9,법학,신문방송학,1
advertising,2025,11,신문방송학,법학,1
advertising attitude,2022,3,신문방송학,경영학,1
advertising attitude,2022,4,경영학,신문방송학,1
advertising attitude,2022,11,신문방송학,경영학,1
advertising attitude,2023,1,경영학,신문방송학,1
advertising attitude,2024,11,신문방송학,경영학,1
advertising attitude,2025,6,경영학,신문방송학,1
advertising effects,2021,10,관광학,신문방송학,1
advertising effects,2021,10,신문방송학,관광학,1
advertising effects,2022,8,경영학,신문방송학,1
advertising effects,2022,8,신문방송학,경영학,1
advertising effects,2022,10,신문방송학,경영학,1
advertising effects,2023,1,경영학,신문방송학,1
advertising effects,2024,3,신문방송학,사회과학 일반,1
advocacy coalition framework,2021,12,지리학,행정학,1
advocacy coalition framework,2022,4,행정학,신문방송학,1
advocacy coalition framework,2022,12,신문방송학,행정학,1
advocacy coalition framework,2023,9,정치외교학,행정학,1
advocacy coalition framework,2023,9,행정학,정치외교학,1
advocacy coalition framework,2024,10,행정학,교육학,1
advocacy coalition framework,2025,9,교육학,사회학,1
aerial,2022,3,법학,군사학,1
aerial,2023,2,군사학,법학,1
aerial,2023,2,법학,군사학,1
aesthetics,2022,12,관광학,사회학,1
aesthetics,2023,2,사회학,관광학,1
aesthetics,2023,8,관광학,지리학,1
aesthetics,2023,9,지리학,행정학,1
aesthetics,2023,11,행정학,법학,1
aesthetics,2024,6,법학,교육학,1
aesthetics,2024,8,교육학,지리학,1
aesthetics,2025,4,지리학,교육학,1
aesthetics,2025,8,교육학,지리학,1
affairs,2021,5,군사학,법학,1
affairs,2021,12,군사학,법학,1
affairs,2021,12,법학,군사학,1
affairs,2022,12,법학,군사학,1
affairs,2023,2,군사학,법학,1
affairs,2024,3,법학,군사학,1
